Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
4106;973,591  ;8,66602  ;-2,60931  ;-7,73952e+01
4877;973,536  ;-7,87963  ;-7,23222  ;-7,73886e+01
8730;973,529  ;14,9057  ;20;-7,73873e+01
6647;973,529  ;14,9057  ;-20;-7,73874e+01
9984;973,529  ;-14,9057  ;20;-7,73876e+01
6509;973,529  ;-14,9057  ;-20;-7,73877e+01
8731;973,529  ;20;14,9057  ;-7,73878e+01
6644;973,529  ;20;-14,9057  ;-7,73879e+01
9985;973,529  ;-20;14,9057  ;-7,73880e+01
6529;973,529  ;-20;-14,9057  ;-7,73881e+01
1881;973,428  ;-0,133681  ;-12,5454  ;-7,73753e+01
8889;973,204  ;-5,93848  ;9,71795  ;-7,73484e+01
8714;973,066  ;-0,767047  ;9,46356  ;-7,73316e+01
8351;972,949  ;4,38359  ;10,1716  ;-7,73173e+01
9990;972,764  ;-0,0437392  ;14,7008  ;-7,72948e+01
4886;972,717  ;0,734529  ;4,64521  ;-7,72894e+01
7923;972,688  ;4,64038  ;5,36723  ;-7,72859e+01
6528;972,549  ;-15,1184  ;-4,84665  ;-7,72694e+01
12338;972,549  ;-15,1184  ;4,96481  ;-7,72694e+01
4119;972,135  ;-1,82146  ;-2,59593  ;-7,72191e+01
4118;972,052  ;4,03735  ;-9,54847  ;-7,72089e+01
4876;972,035  ;-9,91788  ;-11,1979  ;-7,72070e+01
4124;972,008  ;4,83889  ;-16,2727  ;-7,72033e+01
12567;972,008  ;-4,97257  ;-16,2727  ;-7,72034e+01
6870;971,828  ;-10,2113  ;5,01426  ;-7,71821e+01
4890;971,69  ;-5,03987  ;4,75987  ;-7,71653e+01
8352;971,187  ;9,39899  ;5,98503  ;-7,71044e+01
4888;971,108  ;-7,59586  ;-2,48126  ;-7,70949e+01
4102;971,002  ;15,0939  ;0,636463  ;-7,70823e+01
7921;970,955  ;5,74993  ;0,458599  ;-7,70764e+01
4105;970,926  ;9,65578  ;1,18063  ;-7,70729e+01
14742;970,682  ;-20;-0,310675  ;-7,70439e+01
13213;970,681  ;-0,0669621  ;-20;-7,70426e+01
9989;970,681  ;-0,310815  ;20;-7,70427e+01
11961;970,681  ;20;0,310815  ;-7,70437e+01
1656;970,676  ;8,20837  ;-6,55151  ;-7,70426e+01
4108;970,632  ;9,00992  ;-13,2758  ;-7,70371e+01
3007;970,632  ;14,1042  ;-8,18149  ;-7,70374e+01
265;970,588  ;9,81147  ;-20;-7,70314e+01
951;970,588  ;9,81147  ;20;-7,70314e+01
267;970,588  ;-9,81147  ;-20;-7,70316e+01
950;970,588  ;-9,81147  ;20;-7,70316e+01
4107;970,588  ;14,9057  ;-14,9057  ;-7,70318e+01
8364;970,588  ;14,9057  ;14,9057  ;-7,70318e+01
9460;970,588  ;20;-20;-7,70318e+01
13140;970,588  ;20;20;-7,70318e+01
9983;970,588  ;-20;20;-7,70320e+01
9986;970,588  ;-14,9057  ;14,9057  ;-7,70320e+01
10621;970,588  ;-14,9057  ;-14,9057  ;-7,70320e+01
10620;970,588  ;-20;-20;-7,70321e+01
608;970,588  ;20;9,81147  ;-7,70323e+01
609;970,588  ;20;-9,81147  ;-7,70323e+01
1207;970,588  ;-20;-9,81147  ;-7,70324e+01
1209;970,588  ;-20;9,81147  ;-7,70324e+01
4117;970,567  ;-2,54429  ;-8,81306  ;-7,70293e+01
8354;970,193  ;9,55796  ;9,98248  ;-7,69840e+01
6878;969,868  ;-9,99862  ;14,9552  ;-7,69447e+01
6885;969,868  ;-15,0929  ;9,86091  ;-7,69451e+01
8369;969,729  ;4,98427  ;14,7008  ;-7,69277e+01
6876;969,729  ;-4,82719  ;14,7008  ;-7,69278e+01
6869;969,608  ;-15,1184  ;-0,129455  ;-7,69137e+01
2990;969,192  ;1,62674  ;-5,8161  ;-7,68630e+01
2008;969,148  ;-10,1858  ;9,91036  ;-7,68577e+01
4874;969,148  ;-12,4774  ;-7,44608  ;-7,68579e+01
13215;969,067  ;-0,255374  ;-16,2727  ;-7,68475e+01
4892;969,066  ;-4,58254  ;-12,7787  ;-7,68477e+01
6877;969,009  ;-5,01435  ;9,65597  ;-7,68409e+01
2009;968,871  ;0,157084  ;9,40158  ;-7,68240e+01
4884;968,427  ;-7,57034  ;2,41484  ;-7,67707e+01
4887;968,289  ;-2,3989  ;2,16045  ;-7,67538e+01
2994;968,012  ;9,19813  ;-2,76157  ;-7,67204e+01
9747;968,008  ;2,52904  ;-12,8767  ;-7,67195e+01
8332;967,968  ;15,0939  ;5,41991  ;-7,67152e+01
3008;967,968  ;15,0939  ;-4,39155  ;-7,67153e+01
1655;967,707  ;-4,95489  ;-5,08069  ;-7,66835e+01
8370;967,647  ;4,7172  ;20;-7,66756e+01
14237;967,647  ;4,7172  ;-20;-7,66756e+01
6879;967,647  ;-5,09427  ;20;-7,66757e+01
13214;967,647  ;-5,09427  ;-20;-7,66757e+01
8386;967,647  ;14,9057  ;20;-7,66758e+01
9461;967,647  ;14,9057  ;-20;-7,66758e+01
9773;967,647  ;-9,42144  ;-16,506  ;-7,66759e+01
6016;967,647  ;-14,9057  ;20;-7,66760e+01
9769;967,647  ;-14,9057  ;-20;-7,66760e+01
4872;967,647  ;-14,5157  ;-11,4117  ;-7,66763e+01
8374;967,647  ;20;14,9057  ;-7,66764e+01
9462;967,647  ;20;-14,9057  ;-7,66764e+01
6883;967,647  ;-20;14,9057  ;-7,66765e+01
10305;967,647  ;-20;-14,9057  ;-7,66765e+01
8330;967,647  ;20;5,09427  ;-7,66767e+01
13994;967,647  ;20;-4,7172  ;-7,66767e+01
4878;967,647  ;-20;-5,09427  ;-7,66768e+01
13846;967,647  ;-20;4,7172  ;-7,66768e+01
7922;967,109  ;5,17248  ;5,21497  ;-7,66111e+01
8365;966,974  ;10,1586  ;14,5116  ;-7,65945e+01
8333;966,974  ;15,2529  ;9,41736  ;-7,65949e+01
4955;966,927  ;-15,0929  ;14,9552  ;-7,65891e+01
4883;966,927  ;-15,0929  ;4,76664  ;-7,65894e+01
6880;966,788  ;-0,109992  ;14,7008  ;-7,65720e+01
6018;966,74  ;-9,65611  ;15,9722  ;-7,65663e+01
2991;966,632  ;6,70007  ;-9,87975  ;-7,65533e+01
13384;966,588  ;7,50161  ;-16,604  ;-7,65477e+01
3009;966,588  ;12,5959  ;-11,5097  ;-7,65481e+01
2993;966,527  ;2,6165  ;-2,02616  ;-7,65408e+01
4873;966,206  ;-6,99315  ;-9,04634  ;-7,65019e+01
4879;966,206  ;-12,4774  ;-2,72888  ;-7,65023e+01
8353;966,115  ;5,33146  ;9,21242  ;-7,64908e+01
4959;966,02  ;-9,84327  ;10,9274  ;-7,64794e+01
6013;965,881  ;-4,67184  ;10,673  ;-7,64625e+01
1657;965,348  ;10,1879  ;1,02836  ;-7,63983e+01
2987;965,147  ;0,118436  ;-9,14434  ;-7,63737e+01
8331;965,027  ;15,0939  ;0,702715  ;-7,63596e+01
4885;964,925  ;-10,6954  ;4,26074  ;-7,63472e+01
6011;964,786  ;-5,52393  ;4,00635  ;-7,63303e+01
2989;964,772  ;8,42674  ;-6,63236  ;-7,63285e+01
3006;964,728  ;14,3226  ;-8,26234  ;-7,63234e+01
1113;964,706  ;-0,377068  ;20;-7,63198e+01
425;964,706  ;-0,377068  ;-20;-7,63199e+01
12188;964,706  ;9,81147  ;20;-7,63199e+01
14235;964,706  ;9,81147  ;-20;-7,63199e+01
6015;964,706  ;-9,81147  ;20;-7,63200e+01
9770;964,706  ;-9,81147  ;-20;-7,63201e+01
13;964,706  ;20;-20;-7,63204e+01
439;964,706  ;20;20;-7,63204e+01
99;964,706  ;-20;-20;-7,63206e+01
781;964,706  ;-20;20;-7,63206e+01
8373;964,706  ;20;9,81147  ;-7,63209e+01
9996;964,706  ;20;-9,81147  ;-7,63210e+01
771;964,706  ;20;0,377068  ;-7,63211e+01
6884;964,706  ;-20;9,81147  ;-7,63211e+01
10304;964,706  ;-20;-9,81147  ;-7,63211e+01
1372;964,706  ;-20;-0,377068  ;-7,63212e+01
14260;964,705  ;-4,70424  ;-16,506  ;-7,63201e+01
2005;964,705  ;-9,03141  ;-13,012  ;-7,63203e+01
9772;964,705  ;-14,5157  ;-16,506  ;-7,63204e+01
4880;964,705  ;-14,5157  ;-6,69453  ;-7,63208e+01
8335;964,353  ;10,3469  ;5,02581  ;-7,62780e+01
4881;964,204  ;-8,07992  ;-3,23478  ;-7,62600e+01
8371;964,032  ;5,06438  ;14,5116  ;-7,62387e+01
8375;964,032  ;15,2529  ;14,5116  ;-7,62391e+01
8334;964,032  ;15,2529  ;4,70016  ;-7,62394e+01
4956;963,986  ;-15,0929  ;9,86091  ;-7,62337e+01
6881;963,799  ;-4,93892  ;15,9722  ;-7,62105e+01
4958;963,799  ;-14,7504  ;15,9722  ;-7,62108e+01
14238;963,647  ;2,40735  ;-16,604  ;-7,61920e+01
10770;963,647  ;12,5959  ;-16,604  ;-7,61922e+01
4895;963,646  ;-1,91982  ;-13,11  ;-7,61921e+01
2243;963,359  ;10,5058  ;9,02325  ;-7,61577e+01
2986;963,287  ;1,84511  ;-5,89695  ;-7,61489e+01
6012;963,11  ;-0,813373  ;8,01654  ;-7,61274e+01
4113;962,915  ;-2,82577  ;-5,97994  ;-7,61040e+01
2023;962,892  ;-9,50076  ;11,9445  ;-7,61011e+01
4882;962,704  ;-15,6025  ;-0,882972  ;-7,60789e+01
8314;962,703  ;-10,1182  ;-7,20044  ;-7,60785e+01
1654;962,587  ;5,19176  ;-13,208  ;-7,60641e+01
4115;962,528  ;-3,36936  ;0,775409  ;-7,60572e+01
2992;962,108  ;9,4165  ;-2,84243  ;-7,60065e+01
9997;962,086  ;15,0939  ;-4,39155  ;-7,60041e+01
4968;961,797  ;-10,3529  ;5,27781  ;-7,59690e+01
10771;961,765  ;-5,09427  ;20;-7,59642e+01
12189;961,765  ;4,7172  ;20;-7,59642e+01
14236;961,765  ;4,7172  ;-20;-7,59642e+01
14259;961,765  ;-5,09427  ;-20;-7,59643e+01
12866;961,765  ;14,9057  ;-20;-7,59645e+01
13141;961,765  ;14,9057  ;20;-7,59645e+01
6014;961,765  ;-14,9057  ;20;-7,59646e+01
9771;961,765  ;-14,9057  ;-20;-7,59647e+01
8372;961,765  ;20;14,9057  ;-7,59652e+01
10769;961,765  ;20;-14,9057  ;-7,59652e+01
4957;961,765  ;-20;14,9057  ;-7,59653e+01
10303;961,765  ;-20;-14,9057  ;-7,59653e+01
10768;961,765  ;20;5,09427  ;-7,59655e+01
4989;961,765  ;-20;4,7172  ;-7,59656e+01
8311;961,765  ;-20;-5,09427  ;-7,59656e+01
13797;961,765  ;20;-4,7172  ;-7,59656e+01
9757;961,764  ;-9,42144  ;-16,506  ;-7,59646e+01
8312;961,764  ;-14,5157  ;-11,4117  ;-7,59651e+01
4894;961,414  ;-4,86403  ;-9,9456  ;-7,59225e+01
4116;961,348  ;4,20203  ;3,82993  ;-7,59146e+01
12190;961,091  ;10,1586  ;14,5116  ;-7,58832e+01
8376;961,091  ;15,2529  ;9,41736  ;-7,58837e+01
9219;961,027  ;-1,08045  ;13,3158  ;-7,58754e+01
6017;960,858  ;-9,65611  ;15,9722  ;-7,58550e+01
4960;960,858  ;-14,7504  ;10,878  ;-7,58555e+01
2988;960,728  ;6,91844  ;-9,9606  ;-7,58394e+01
3012;960,705  ;7,50161  ;-16,604  ;-7,58364e+01
3013;960,705  ;12,5959  ;-11,5097  ;-7,58369e+01
2007;960,702  ;-11,205  ;-1,38888  ;-7,58367e+01
4112;960,356  ;2,24755  ;-10,0436  ;-7,57944e+01
9220;960,354  ;4,361  ;7,82738  ;-7,57943e+01
4969;960,12  ;-5,6423  ;9,288  ;-7,57661e+01
8313;959,763  ;-15,6025  ;-5,60017  ;-7,57233e+01
4990;959,763  ;-15,6025  ;4,21129  ;-7,57234e+01
5998;959,413  ;-5,9508  ;-4,13404  ;-7,56807e+01
2997;959,145  ;15,0939  ;0,702715  ;-7,56486e+01
4967;959,025  ;-6,49439  ;2,62131  ;-7,56339e+01
1653;958,868  ;8,64511  ;-6,71321  ;-7,56148e+01
3015;958,846  ;14,3226  ;-8,26234  ;-7,56123e+01
12967;958,824  ;-0,377068  ;20;-7,56086e+01
14262;958,824  ;-0,377068  ;-20;-7,56086e+01
13559;958,824  ;20;20;-7,56093e+01
12424;958,824  ;-20;20;-7,56094e+01
12864;958,824  ;20;-20;-7,56094e+01
12666;958,824  ;-20;-20;-7,56095e+01
9200;958,824  ;20;0,377068  ;-7,56101e+01
14762;958,824  ;-20;-0,377068  ;-7,56102e+01
870;958,823  ;9,81147  ;20;-7,56087e+01
12968;958,823  ;3,01975  ;16,6358  ;-7,56087e+01
184;958,823  ;-9,81147  ;-20;-7,56088e+01
268;958,823  ;9,81147  ;-20;-7,56088e+01
869;958,823  ;-9,81147  ;20;-7,56088e+01
9758;958,823  ;-4,70424  ;-16,506  ;-7,56089e+01
13561;958,823  ;14,9057  ;14,9057  ;-7,56093e+01
3010;958,823  ;14,9057  ;-14,9057  ;-7,56094e+01
6882;958,823  ;-14,9057  ;14,9057  ;-7,56094e+01
12667;958,823  ;-14,9057  ;-14,9057  ;-7,56094e+01
527;958,823  ;20;9,81147  ;-7,56099e+01
528;958,823  ;20;-9,81147  ;-7,56100e+01
1126;958,823  ;-20;-9,81147  ;-7,56100e+01
1127;958,823  ;-20;9,81147  ;-7,56100e+01
13076;958,822  ;-3,65223  ;16,5985  ;-7,56087e+01
9761;958,802  ;-8,06813  ;-13,1128  ;-7,56067e+01
2984;958,496  ;3,97423  ;-6,79621  ;-7,55697e+01
9201;958,15  ;15,2529  ;4,70016  ;-7,55284e+01
13782;958,149  ;8,4612  ;11,1474  ;-7,55277e+01
1651;958,124  ;-0,696659  ;-6,8792  ;-7,55248e+01
4114;958,108  ;3,43064  ;-0,0408541  ;-7,55230e+01
10291;957,915  ;-8,21408  ;12,5707  ;-7,54995e+01
9682;957,764  ;2,40735  ;-16,604  ;-7,54808e+01
4972;957,752  ;-10,0532  ;5,3992  ;-7,54801e+01
9160;957,744  ;-0,956546  ;-13,2108  ;-7,54785e+01
5997;957,736  ;-1,24024  ;-0,123846  ;-7,54780e+01
3014;957,675  ;7,50386  ;-12,8341  ;-7,54704e+01
1880;957,349  ;-1,78383  ;6,63151  ;-7,54311e+01
2998;957,144  ;10,6729  ;0,0312377  ;-7,54066e+01
14102;956,822  ;-15,6025  ;-0,882972  ;-7,53680e+01
9763;956,801  ;-9,1549  ;-7,30123  ;-7,53650e+01
4971;956,657  ;-10,9053  ;-1,26749  ;-7,53479e+01
9341;956,149  ;10,8319  ;4,02868  ;-7,52864e+01
2996;955,905  ;14,3226  ;-3,16807  ;-7,52570e+01
12191;955,882  ;4,7172  ;20;-7,52531e+01
9759;955,882  ;-5,09427  ;-20;-7,52532e+01
10638;955,882  ;-5,09427  ;20;-7,52532e+01
14261;955,882  ;4,7172  ;-20;-7,52532e+01
12959;955,882  ;14,9057  ;20;-7,52535e+01
12425;955,882  ;-14,9057  ;20;-7,52536e+01
12665;955,882  ;-14,9057  ;-20;-7,52536e+01
12865;955,882  ;14,9057  ;-20;-7,52536e+01
12426;955,882  ;-20;14,9057  ;-7,52543e+01
12867;955,882  ;20;-14,9057  ;-7,52543e+01
13560;955,882  ;20;14,9057  ;-7,52543e+01
10756;955,882  ;-20;-14,9057  ;-7,52544e+01
3003;955,882  ;20;-4,7172  ;-7,52547e+01
10767;955,882  ;20;5,09427  ;-7,52547e+01
8305;955,882  ;-20;-5,09427  ;-7,52548e+01
14103;955,882  ;-20;4,7172  ;-7,52548e+01
12194;955,881  ;8,11402  ;16,6358  ;-7,52533e+01
10290;955,881  ;-8,36943  ;16,5985  ;-7,52534e+01
4980;955,881  ;-13,4637  ;11,5042  ;-7,52539e+01
13781;955,881  ;13,2083  ;11,5415  ;-7,52539e+01
9760;955,862  ;-8,45816  ;-16,6068  ;-7,52511e+01
9762;955,862  ;-13,5524  ;-11,5125  ;-7,52516e+01
2985;955,816  ;9,23054  ;-9,58669  ;-7,52459e+01
3011;955,793  ;9,81372  ;-16,2301  ;-7,52428e+01
3005;955,793  ;14,908  ;-11,1358  ;-7,52434e+01
4977;955,718  ;-15,3028  ;4,33268  ;-7,52346e+01
8306;955,718  ;-15,3028  ;-5,47878  ;-7,52346e+01
9158;955,512  ;-3,90076  ;-10,0464  ;-7,52090e+01
2981;955,444  ;4,55965  ;-9,66968  ;-7,52008e+01
5999;955,368  ;-5,65118  ;-4,01265  ;-7,51919e+01
6003;955,144  ;2,31637  ;9,95157  ;-7,51645e+01
6009;955,144  ;-4,35561  ;9,91421  ;-7,51646e+01
4970;954,981  ;-6,19476  ;2,7427  ;-7,51451e+01
2983;953,904  ;9,90154  ;-3,83955  ;-7,50151e+01
2980;953,532  ;5,23065  ;-3,92254  ;-7,49700e+01
4891;953,144  ;4,68706  ;2,83281  ;-7,49232e+01
423;952,941  ;-0,377068  ;-20;-7,48977e+01
1112;952,941  ;-0,377068  ;20;-7,48977e+01
10636;952,941  ;-9,81147  ;20;-7,48979e+01
12193;952,941  ;9,81147  ;20;-7,48979e+01
14212;952,941  ;9,81147  ;-20;-7,48979e+01
14286;952,941  ;-9,81147  ;-20;-7,48980e+01
14;952,941  ;20;-20;-7,48986e+01
100;952,941  ;-20;-20;-7,48986e+01
440;952,941  ;20;20;-7,48986e+01
782;952,941  ;-20;20;-7,48986e+01
3004;952,941  ;20;-9,81147  ;-7,48993e+01
4979;952,941  ;-20;9,81147  ;-7,48993e+01
8303;952,941  ;-20;-9,81147  ;-7,48993e+01
14657;952,941  ;20;9,81147  ;-7,48993e+01
770;952,941  ;20;0,377068  ;-7,48995e+01
1371;952,941  ;-20;-0,377068  ;-7,48995e+01
10639;952,94  ;-3,65223  ;16,5985  ;-7,48979e+01
12195;952,94  ;3,01975  ;16,6358  ;-7,48979e+01
12960;952,94  ;13,2083  ;16,6358  ;-7,48982e+01
13212;952,94  ;-13,4637  ;16,5985  ;-7,48983e+01
12185;952,94  ;13,2083  ;6,82435  ;-7,48988e+01
14280;952,939  ;-0,255409  ;13,2343  ;-7,48979e+01
2027;952,939  ;-6,92739  ;13,1969  ;-7,48980e+01
2141;952,939  ;6,41657  ;13,2716  ;-7,48980e+01
9165;952,92  ;-3,74096  ;-16,6068  ;-7,48955e+01
10757;952,92  ;-13,5524  ;-16,6068  ;-7,48959e+01
2246;952,9  ;-7,10485  ;-13,2136  ;-7,48933e+01
9162;952,852  ;4,71945  ;-16,2301  ;-7,48873e+01
14041;952,852  ;14,908  ;-16,2301  ;-7,48878e+01
3002;952,852  ;14,908  ;-6,04155  ;-7,48883e+01
9159;952,831  ;1,35556  ;-12,8369  ;-7,48850e+01
8308;952,777  ;-15,3028  ;-0,761585  ;-7,48793e+01
4981;952,776  ;-8,76654  ;6,0254  ;-7,48787e+01
1652;952,763  ;9,81597  ;-12,4602  ;-7,48770e+01
8480;952,756  ;-8,85528  ;-7,17984  ;-7,48763e+01
2026;952,613  ;-10,6057  ;-1,1461  ;-7,48592e+01
6000;952,28  ;0,524093  ;-3,94928  ;-7,48188e+01
6005;952,203  ;-0,0514457  ;9,94506  ;-7,48092e+01
6002;951,893  ;-0,019493  ;2,80607  ;-7,47720e+01
12184;950,94  ;8,78726  ;6,15287  ;-7,46569e+01
2995;950,94  ;15,579  ;-0,29441  ;-7,46575e+01
2982;950,852  ;10,487  ;-6,71303  ;-7,46464e+01
12192;950;4,7172  ;20;-7,45424e+01
10637;950;-5,09427  ;20;-7,45425e+01
10758;950;-5,09427  ;-20;-7,45425e+01
14524;950;4,7172  ;-20;-7,45425e+01
12429;950;-14,9057  ;20;-7,45429e+01
12956;950;14,9057  ;20;-7,45429e+01
14195;950;14,9057  ;-20;-7,45429e+01
10306;950;-14,9057  ;-20;-7,45430e+01
10309;950;-20;-14,9057  ;-7,45438e+01
12430;950;-20;14,9057  ;-7,45438e+01
12955;950;20;14,9057  ;-7,45438e+01
14040;950;20;-14,9057  ;-7,45438e+01
12182;950;20;5,09427  ;-7,45442e+01
2999;950;20;-4,7172  ;-7,45443e+01
8304;950;-20;-5,09427  ;-7,45443e+01
12842;950;-20;4,7172  ;-7,45443e+01
14043;949,999  ;0,651936  ;16,6293  ;-7,45426e+01
7188;949,999  ;-8,36943  ;16,5985  ;-7,45427e+01
7190;949,999  ;8,11402  ;16,6358  ;-7,45427e+01
4982;949,999  ;-13,4637  ;11,5042  ;-7,45433e+01
12183;949,999  ;13,2083  ;11,5415  ;-7,45433e+01
6010;949,998  ;-2,62323  ;13,2278  ;-7,45427e+01
6006;949,998  ;4,04876  ;13,2651  ;-7,45428e+01
10760;949,979  ;-8,45816  ;-16,6068  ;-7,45404e+01
8478;949,979  ;-13,5524  ;-11,5125  ;-7,45410e+01
10806;949,911  ;9,81372  ;-16,2301  ;-7,45322e+01
3001;949,911  ;14,908  ;-11,1358  ;-7,45329e+01
4978;949,836  ;-15,3028  ;4,33268  ;-7,45240e+01
8307;949,836  ;-15,3028  ;-5,47878  ;-7,45240e+01
6004;949,688  ;4,08071  ;6,12614  ;-7,45056e+01
6008;949,688  ;-2,59127  ;6,08878  ;-7,45056e+01
9161;949,668  ;-2,68001  ;-7,11647  ;-7,45032e+01
9185;949,6  ;5,78041  ;-6,73976  ;-7,44951e+01
6001;949,525  ;-4,43043  ;-1,08273  ;-7,44860e+01
1650;948,94  ;11,158  ;-0,965888  ;-7,44156e+01
3000;947,999  ;15,579  ;-5,38868  ;-7,43023e+01
12181;947,999  ;15,579  ;4,42279  ;-7,43023e+01
10647;947,975  ;-14,5837  ;-0,261084  ;-7,42994e+01
6137;947,811  ;-9,88655  ;-0,645601  ;-7,42793e+01
9164;947,743  ;-1,41857  ;-16,0537  ;-7,42702e+01
9166;947,722  ;-4,78246  ;-12,6605  ;-7,42680e+01
9207;947,688  ;6,4514  ;-0,992622  ;-7,42643e+01
9163;947,654  ;3,67795  ;-12,2838  ;-7,42597e+01
9348;947,578  ;-6,53289  ;-6,62677  ;-7,42510e+01
10646;947,342  ;-16,6581  ;-3,40726  ;-7,42231e+01
8479;947,321  ;-10,2105  ;-9,82551  ;-7,42200e+01
7186;947,229  ;-7,31029  ;12,9118  ;-7,42084e+01
8477;947,178  ;-11,9609  ;-3,79177  ;-7,42029e+01
6138;947,066  ;-9,14945  ;5,7403  ;-7,41892e+01
14042;947,059  ;-0,377068  ;20;-7,41872e+01
14210;947,059  ;-0,377068  ;-20;-7,41872e+01
952;947,059  ;-9,81147  ;20;-7,41874e+01
953;947,059  ;9,81147  ;20;-7,41874e+01
185;947,059  ;-9,81147  ;-20;-7,41875e+01
269;947,059  ;9,81147  ;-20;-7,41875e+01
10310;947,059  ;-14,9057  ;-14,9057  ;-7,41882e+01
12427;947,059  ;-20;20;-7,41882e+01
12431;947,059  ;-14,9057  ;14,9057  ;-7,41882e+01
12953;947,059  ;20;20;-7,41882e+01
12958;947,059  ;14,9057  ;14,9057  ;-7,41882e+01
13851;947,059  ;14,9057  ;-14,9057  ;-7,41882e+01
14194;947,059  ;20;-20;-7,41882e+01
10308;947,059  ;-20;-20;-7,41883e+01
610;947,059  ;20;9,81147  ;-7,41890e+01
611;947,059  ;20;-9,81147  ;-7,41890e+01
1210;947,059  ;-20;-9,81147  ;-7,41890e+01
1211;947,059  ;-20;9,81147  ;-7,41890e+01
9472;947,059  ;20;0,377068  ;-7,41892e+01
10645;947,059  ;-20;-0,377068  ;-7,41892e+01
7187;947,058  ;-4,06526  ;16,6293  ;-7,41875e+01
7191;947,058  ;5,7462  ;16,6293  ;-7,41875e+01
7184;947,058  ;6,4159  ;13,2482  ;-7,41877e+01
2142;947,057  ;1,68094  ;13,2586  ;-7,41876e+01
13664;947,057  ;9,85134  ;10,755  ;-7,41880e+01
10807;946,842  ;11,4592  ;-9,816  ;-7,41621e+01
6007;946,747  ;1,71289  ;6,11963  ;-7,41505e+01
2140;946,437  ;1,74484  ;-1,01936  ;-7,41132e+01
9474;945,058  ;15,579  ;-0,29441  ;-7,39473e+01
13509;945,057  ;12,222  ;3,63628  ;-7,39470e+01
6143;945,034  ;-14,5837  ;4,83318  ;-7,39443e+01
10866;944,93  ;12,1302  ;-4,06886  ;-7,39316e+01
7305;944,802  ;3,67569  ;-16,0537  ;-7,39151e+01
10759;944,802  ;-6,13577  ;-16,0537  ;-7,39152e+01
6136;944,723  ;-3,71128  ;-0,582228  ;-7,39063e+01
9186;944,491  ;-0,357615  ;-6,5634  ;-7,38781e+01
14285;944,401  ;-11,5638  ;-13,2187  ;-7,38673e+01
8476;944,401  ;-16,6581  ;-8,12445  ;-7,38680e+01
7189;944,289  ;-8,75233  ;16,3134  ;-7,38533e+01
6149;944,289  ;-13,8466  ;11,2191  ;-7,38540e+01
6135;944,288  ;-3,00613  ;12,9427  ;-7,38533e+01
7304;944,118  ;4,7172  ;-20;-7,38322e+01
7665;944,118  ;-5,09427  ;20;-7,38322e+01
12869;944,118  ;4,7172  ;20;-7,38322e+01
14211;944,118  ;-5,09427  ;-20;-7,38322e+01
12428;944,118  ;-14,9057  ;20;-7,38327e+01
12957;944,118  ;14,9057  ;20;-7,38327e+01
14183;944,118  ;14,9057  ;-20;-7,38327e+01
10307;944,118  ;-14,9057  ;-20;-7,38328e+01
12954;944,118  ;20;14,9057  ;-7,38336e+01
6145;944,118  ;-20;14,9057  ;-7,38337e+01
10311;944,118  ;-20;-14,9057  ;-7,38337e+01
13547;944,118  ;20;-14,9057  ;-7,38337e+01
6140;944,118  ;-20;4,7172  ;-7,38342e+01
9473;944,118  ;20;-4,7172  ;-7,38342e+01
10628;944,118  ;20;5,09427  ;-7,38342e+01
10648;944,118  ;-20;-5,09427  ;-7,38342e+01
7666;944,117  ;0,651936  ;16,6293  ;-7,38324e+01
7192;944,117  ;8,11335  ;16,6124  ;-7,38326e+01
7183;944,117  ;4,04808  ;13,2417  ;-7,38327e+01
13660;944,117  ;11,5488  ;14,1192  ;-7,38329e+01
10632;944,117  ;16,643  ;9,02495  ;-7,38336e+01
7321;943,99  ;11,4569  ;-13,5859  ;-7,38176e+01
13550;943,99  ;16,5512  ;-8,49165  ;-7,38183e+01
6134;943,978  ;-2,97418  ;5,80367  ;-7,38162e+01
6899;943,807  ;4,08003  ;6,1027  ;-7,37956e+01
13508;943,806  ;7,51547  ;3,60954  ;-7,37957e+01
7310;943,679  ;7,42362  ;-4,0956  ;-7,37803e+01
2136;943,009  ;-9,16739  ;-0,1451  ;-7,36996e+01
9349;942,777  ;-5,81374  ;-6,12627  ;-7,36714e+01
2202;942,544  ;-2,46008  ;-12,1074  ;-7,36430e+01
5973;942,376  ;-11,2418  ;-3,29127  ;-7,36234e+01
6139;942,264  ;-8,4303  ;6,2408  ;-7,36096e+01
6888;942,144  ;-7,8881  ;-9,27244  ;-7,35949e+01
6144;942,093  ;-14,5837  ;-0,261084  ;-7,35894e+01
7306;941,86  ;-1,41857  ;-16,0537  ;-7,35601e+01
1476;941,743  ;-13,3161  ;-6,43744  ;-7,35470e+01
7322;941,732  ;5,32116  ;-9,63964  ;-7,35452e+01
2161;941,519  ;-7,6932  ;12,6267  ;-7,35193e+01
10619;941,46  ;-16,6581  ;-13,2187  ;-7,35128e+01
10556;941,46  ;-16,6581  ;-3,40726  ;-7,35132e+01
6142;941,353  ;-16,6314  ;5,98878  ;-7,35003e+01
7667;941,347  ;-4,03513  ;16,3134  ;-7,34982e+01
6148;941,347  ;-13,8466  ;16,3134  ;-7,34987e+01
6132;941,226  ;-0,674689  ;12,2589  ;-7,34838e+01
422;941,176  ;-0,377068  ;-20;-7,34772e+01
1111;941,176  ;-0,377068  ;20;-7,34772e+01
